url,domain,score_total_v2,signals_v2,sector,entidad,inclusion,notas
http://processing34.pages.dev/login?redirect_url=,processing34.pages.dev,13,spanish_brand:ing;spanish_token:login;spanish_hosting:pages.dev;brand_and_spanish_token_boost;brand_in_subdomain;brand_global_tld_boost;tld_riesgo_alto;foreign_tld_but_es_context;english_term_in_path,,,,
http://proforma-packing-list.web.app/?w=mastiffk,proforma-packing-list.web.app,14,spanish_brand:ing;spanish_token:forma;spanish_hosting:web.app;brand_and_spanish_token_boost;brand_in_subdomain;brand_global_tld_boost;tld_riesgo_alto;foreign_tld_but_es_context,,,,
http://qucoslogistics.com/en-us/shipping/electronic-export-information.html,qucoslogistics.com,12,spanish_brand:ing;spanish_token:forma;spanish_token:pin;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:pin;brand_global_tld_boost,,,,
http://rationalgrebe.build067.wpsandbox.app/ing/meine/sms1.html,rationalgrebe.build067.wpsandbox.app,14,spanish_brand:ing;spanish_token:sms;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:sms;brand_global_tld_boost;tld_riesgo_alto;foreign_tld_but_es_context,,,,
http://rbclogin-line.web.app/banks/directing/simplii/*,rbclogin-line.web.app,13,spanish_brand:ing;spanish_token:login;spanish_hosting:web.app;brand_and_spanish_token_boost;brand_in_path:ing;brand_global_tld_boost;tld_riesgo_alto;foreign_tld_but_es_context;english_term_in_path,,,,
http://reflnterac.xyz/deposit/deposit/deposit/lnterac/directing/bmo/information.php,reflnterac.xyz,12,spanish_brand:ing;spanish_token:forma;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:forma;tld_riesgo_alto;foreign_tld_but_es_context,,,,
http://refundinteract.com/deposit/lnterac/directing/bmo/information.php,refundinteract.com,13,spanish_brand:ing;spanish_token:forma;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:forma;brand_global_tld_boost;shortener_spain,,,,
http://refundinterac.xyz/deposit%20(2)/deposit/deposit/lnterac/directing/bmo/information.php,refundinterac.xyz,12,spanish_brand:ing;spanish_token:forma;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:forma;tld_riesgo_alto;foreign_tld_but_es_context,,,,
http://rndtechnosoft.com/clientapps/shoppingapp/home/myaccount/61988cc95fba40d73622f1f43963879a/Up-dating.php,rndtechnosoft.com,12,spanish_brand:ing;spanish_token:pin;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:pin;brand_global_tld_boost;shortener_spain;english_term_in_path;ing_false_positive;ing_path_exception,,,,
https://00-663b30.ingress-daribow.ewp.live/s/sa/sanntt/particulares.php,00-663b30.ingress-daribow.ewp.live,12,spanish_brand:ing;spanish_token:particulares;brand_and_spanish_token_boost;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;host_ingress_pattern,,,,
https://0536dd8.wcomhost.com/caixabank/particulares_es/home/Tarjeta2.html,0536dd8.wcomhost.com,12,spanish_brand:caixabank;spanish_token:tarjeta;spanish_token:particulares;brand_and_spanish_token_boost;brand_in_path:caixabank;brand_global_tld_boost;shortener_spain,,,,
https://0560db8.wcomhost.com/Caixabank/particulares_es/home/Espera2.html,0560db8.wcomhost.com,14,spanish_brand:caixabank;spanish_token:particulares;spanish_token:espera;brand_and_spanish_token_boost;brand_in_path:caixabank;path_verification_tokens:espera;brand_global_tld_boost;shortener_spain,,,,
https://064f211.wcomhost.com/caixanew/CaixaBank/particular/GPeticionesPN/Es/home/Espera.html,064f211.wcomhost.com,13,spanish_brand:caixabank;spanish_token:espera;brand_and_spanish_token_boost;brand_in_path:caixabank;path_verification_tokens:espera;brand_global_tld_boost;shortener_spain,,,,
https://0674b9c.wcomhost.com/CaixaBank/particular/GPeticionesPN/Es/home/Espera.html,0674b9c.wcomhost.com,13,spanish_brand:caixabank;spanish_token:espera;brand_and_spanish_token_boost;brand_in_path:caixabank;path_verification_tokens:espera;brand_global_tld_boost;shortener_spain,,,,
https://078656gkb-bb9666.ingress-baronn.ewp.live/Kwirto/home/particulares.php,078656gkb-bb9666.ingress-baronn.ewp.live,12,spanish_brand:ing;spanish_token:particulares;brand_and_spanish_token_boost;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;host_ingress_pattern,,,,
https://0x8e89ad3526d65f8a.xyz/pdfofficemicrosftgoogle/Outlookanumercyblessinguyhvnsmsskslduyhvnsmsskslduyhvnsmskssanuklwksldxuyhvnkslduymercyhvnsmsskslduyyhvnsmsskslduyhvnsmsskslduyhvnsmsskslduyhvnsmssshvnsmsssmsmssshvnlduqyhvnsmlduykslduyhvnsma/index.php?s454=nobody@mycraftmail.com,0x8e89ad3526d65f8a.xyz,12,spanish_brand:ing;spanish_token:sms;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:sms;tld_riesgo_alto;foreign_tld_but_es_context;ing_false_positive;ing_path_exception,,,,
https://1000-ba9717.ingress-daribow.ewp.live/auth/sms.php,1000-ba9717.ingress-daribow.ewp.live,14,spanish_brand:ing;spanish_token:sms;brand_and_spanish_token_boost;path_verification_tokens:sms;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;host_ingress_pattern,,,,
https://1139-b6dbaf.ingress-florina.ewp.live/santanew/espera.php,1139-b6dbaf.ingress-florina.ewp.live,14,spanish_brand:ing;spanish_token:espera;brand_and_spanish_token_boost;path_verification_tokens:espera;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;host_ingress_pattern,,,,
https://15425656-bb9a85.ingress-earth.ewp.live/pagomente/Recibir_paquete.php,15425656-bb9a85.ingress-earth.ewp.live,16,spanish_brand:ing;spanish_token:pago;spanish_token:paquete;spanish_token:recibir;brand_and_spanish_token_boost;path_verification_tokens:recibir;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;host_ingress_pattern,,,,
https://1first-enlineaverificaciones.pages.dev/digital/banking/verificar/0twsz1dv1dns9hqiwzevffghr,1first-enlineaverificaciones.pages.dev,15,spanish_brand:ing;spanish_token:verificacion;spanish_token:verificacion;spanish_hosting:pages.dev;brand_and_spanish_token_boost;brand_in_path:ing;brand_global_tld_boost;tld_riesgo_alto;foreign_tld_but_es_context,,,,
https://1notificationdhl1exprex-baca12.ingress-earth.ewp.live/app/red/loginservices/main/login.php,1notificationdhl1exprex-baca12.ingress-earth.ewp.live,12,spanish_brand:ing;spanish_brand:dhl;spanish_token:login;brand_and_spanish_token_boost;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;host_ingress_pattern;english_term_in_path,,,,
https://2323df-bac806.ingress-baronn.ewp.live/santa/home/particulares.php,2323df-bac806.ingress-baronn.ewp.live,12,spanish_brand:ing;spanish_token:particulares;brand_and_spanish_token_boost;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;host_ingress_pattern,,,,
https://2333-b5e370.ingress-earth.ewp.live/acceso/es/clients/login.php?verification,2333-b5e370.ingress-earth.ewp.live,13,spanish_brand:ing;spanish_token:acceso;spanish_token:login;brand_and_spanish_token_boost;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;host_ingress_pattern,,,,
http://s3.us-south.cloud-object-storage.appdomain.cloud/wfmqjp1i3l/pinguitudinous/login.html?fydfdupfm=wsnzvniynnybbqdnsxa&bdkaxe=wi7s9y6wtdn5fn1zh&ifixo=immsahlfaywstlfv8lojizgrt&nioczpj=9lxdjv9trxvfm4iem2qaflmhts&aemtn=ln7ght2rnila3ixo&zniluxss=xldmgrubmfeplu6gur1n&cfmym=cyhwj3gto7a8swcrb9es,s3.us-south.cloud-object-storage.appdomain.cloud,13,spanish_brand:ing;spanish_token:login;spanish_token:pin;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:pin;tld_riesgo_alto;foreign_tld_but_es_context;ing_false_positive;ing_path_exception,,,,
https://798099ghilph-bb9666.ingress-erytho.ewp.live/lopi/home/particulares.php,798099ghilph-bb9666.ingress-erytho.ewp.live,12,spanish_brand:ing;spanish_token:particulares;brand_and_spanish_token_boost;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;host_ingress_pattern,,,,
https://9073rf996-es-bb9666.ingress-comporellon.ewp.live/lpon/home/particulares.php,9073rf996-es-bb9666.ingress-comporellon.ewp.live,12,spanish_brand:ing;spanish_token:particulares;brand_and_spanish_token_boost;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;host_ingress_pattern,,,,
https://a1idewljetosaxmy41ltqundayidm.web.app/shippings.php,a1idewljetosaxmy41ltqundayidm.web.app,16,spanish_brand:ing;spanish_token:pin;spanish_hosting:web.app;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:pin;brand_global_tld_boost;tld_riesgo_alto;foreign_tld_but_es_context;ing_false_positive;ing_path_exception,,,,
https://abrahoo-ba7849.ingress-baronn.ewp.live/dkbde/home/dkb-log.php?token=tw96awxsys81ljagkfdpbmrvd3mgtlqgmtaumdsgv2lunjq7ihg2nckgqxbwbgvxzwjlaxqvntm3ljm2ichlsfrntcwgbglrzsbhzwnrbykgq2hyb21llzewns4wljuxotuuntigu2fmyxjplzuzny4znjg0lje5lje3ns4xnjuymdiyolnlcdpgcmk=,abrahoo-ba7849.ingress-baronn.ewp.live,12,spanish_brand:ing;spanish_token:token;brand_and_spanish_token_boost;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;host_ingress_pattern,,,,
https://acceptinteractfound.xyz/deposit/directing/bmo/information.php,acceptinteractfound.xyz,12,spanish_brand:ing;spanish_token:forma;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:forma;tld_riesgo_alto;foreign_tld_but_es_context,,,,
https://acceso-ba004e.ingress-baronn.ewp.live/acceso-es/clients/login.php,acceso-ba004e.ingress-baronn.ewp.live,13,spanish_brand:ing;spanish_token:acceso;spanish_token:login;brand_and_spanish_token_boost;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;host_ingress_pattern,,,,
https://accesociaxatarieta-b31c49.ingress-erytho.ewp.live/fueoss/home,accesociaxatarieta-b31c49.ingress-erytho.ewp.live,12,spanish_brand:ing;spanish_token:acceso;brand_and_spanish_token_boost;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;host_ingress_pattern,,,,
https://accountteistra-b92ada.ingress-erytho.ewp.live/89335/sms2.php,accountteistra-b92ada.ingress-erytho.ewp.live,13,spanish_brand:ing;spanish_token:sms;brand_and_spanish_token_boost;path_verification_tokens:sms;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;host_ingress_pattern;english_term_in_path,,,,
https://agreement-c49048.ingress-erytho.ewp.live/mongo/home/particulares.php,agreement-c49048.ingress-erytho.ewp.live,12,spanish_brand:ing;spanish_token:particulares;brand_and_spanish_token_boost;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;host_ingress_pattern,,,,
https://ahoura-c49048.ingress-erytho.ewp.live/ibis/home/particulares.php,ahoura-c49048.ingress-erytho.ewp.live,12,spanish_brand:ing;spanish_token:particulares;brand_and_spanish_token_boost;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;host_ingress_pattern,,,,
https://airbnb.com-calendar.info/listing/sms-code.html,airbnb.com-calendar.info,12,spanish_brand:ing;spanish_token:sms;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:sms;tld_riesgo_alto;foreign_tld_but_es_context,,,,
https://ajdeal.youcan.shop/pages/shipping-delivery,ajdeal.youcan.shop,12,spanish_brand:ing;spanish_token:pin;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:pin;tld_riesgo_alto;foreign_tld_but_es_context,,,,
http://salarbucket453.s3.eu-de.cloud-object-storage.appdomain.cloud/remapping/login.html,salarbucket453.s3.eu-de.cloud-object-storage.appdomain.cloud,13,spanish_brand:ing;spanish_token:login;spanish_token:pin;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:pin;tld_riesgo_alto;foreign_tld_but_es_context,,,,
https://alderleamedical.com/sms/f1ba84040a0347b698e436cc9a1dc5fc/ing.es/login/a0347b698e436cc9a/7fb8b,alderleamedical.com,16,spanish_brand:ing;spanish_token:login;spanish_token:sms;spanish_marker:.es;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:sms;brand_global_tld_boost;spanish_whitelist_match:ing.es,,,,
https://alshopesite-23.builderallwppro.com/shipping/login/index.php?trackid=cs471210241de,alshopesite-23.builderallwppro.com,12,spanish_brand:ing;spanish_token:login;spanish_token:pin;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:pin;brand_global_tld_boost,,,,
https://amalcko-servaso-d72e1f.ingress-earth.ewp.live/dhlnew/locatar/home.php?newtoken=,amalcko-servaso-d72e1f.ingress-earth.ewp.live,15,spanish_brand:ing;spanish_brand:dhl;spanish_token:token;brand_and_spanish_token_boost;brand_in_path:dhl;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;host_ingress_pattern,,,,
https://am-coaching.salamander.dev/caixa/vbv/home/forma.html,am-coaching.salamander.dev,14,spanish_brand:ing;spanish_token:forma;brand_and_spanish_token_boost;path_verification_tokens:forma;brand_in_subdomain;brand_global_tld_boost;tld_riesgo_alto;foreign_tld_but_es_context,,,,
https://americnas-ofertas-mes.com/shopping81119true/login.php,americnas-ofertas-mes.com,12,spanish_brand:ing;spanish_token:login;spanish_token:pin;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:pin;brand_global_tld_boost,,,,
https://amgmarketing.org/correos/pagomentee/pagomente/recibir_paquete.php,amgmarketing.org,14,spanish_brand:ing;spanish_brand:correos;spanish_token:pago;spanish_token:paquete;spanish_token:recibir;brand_and_spanish_token_boost;brand_in_path:correos;path_verification_tokens:recibir;brand_global_tld_boost,,,,
https://anonovocomprasnovas.com/shopping/ode2ndcwmzmw,anonovocomprasnovas.com,13,spanish_brand:ing;spanish_token:compra;spanish_token:compras;spanish_token:pin;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:pin;brand_global_tld_boost,,,,
http://santa-keyauth-bc07f6.ingress-daribow.ewp.live/actualizacion/home,santa-keyauth-bc07f6.ingress-daribow.ewp.live,12,spanish_brand:ing;spanish_token:actualizacion;brand_and_spanish_token_boost;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;host_ingress_pattern,,,,
https://anularpagosbc.replit.app/mua/waiting/scis/j6unvhzsitlyrxstpnfun4tssjgejkn7dldp6fxsjfxo/3d/no-back-button,anularpagosbc.replit.app,13,spanish_brand:ing;spanish_token:pago;spanish_token:pagos;brand_and_spanish_token_boost;brand_in_path:ing;brand_global_tld_boost;tld_riesgo_alto;foreign_tld_but_es_context,,,,
https://apoyo-bcf1dc.ingress-comporellon.ewp.live/apoyo/home/particulares.php,apoyo-bcf1dc.ingress-comporellon.ewp.live,12,spanish_brand:ing;spanish_token:particulares;brand_and_spanish_token_boost;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;host_ingress_pattern,,,,
https://app-correos-b5e295.ingress-bonde.ewp.live/bandinter/clients/login.php?verification,app-correos-b5e295.ingress-bonde.ewp.live,12,spanish_brand:ing;spanish_brand:correos;spanish_token:login;brand_and_spanish_token_boost;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;host_ingress_pattern;english_term_in_path,,,,
https://apptips.muevbs.com/verificacion-user/mua/waiting/scis/j6unvhzsitlyrxstpnfun4tssjgejkn7dldp6fxsjfxo/3d/no-back-button,apptips.muevbs.com,12,spanish_brand:ing;spanish_token:verificacion;spanish_token:verificacion;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:verificacion;brand_global_tld_boost,,,,
https://appverify.clotingbasicsotre.cloud/verificacion/clave/mua/user/scis/j6unvhzsitlyrxstpnfun4tssjgejkn7dldp6fxsjfxo/3d/no-back-button,appverify.clotingbasicsotre.cloud,12,spanish_brand:ing;spanish_token:verificacion;spanish_token:clave;spanish_token:verificacion;brand_and_spanish_token_boost;path_verification_tokens:verificacion;tld_riesgo_alto;foreign_tld_but_es_context;ing_false_positive;ing_path_exception,,,,
https://appvirtual.cloudbanshag.cloud/verificacion/mua/waiting/scis/j6unvhzsitlyrxstpnfun4tssjgejkn7dldp6fxsjfxo/3d/no-back-button,appvirtual.cloudbanshag.cloud,13,spanish_brand:ing;spanish_token:verificacion;spanish_token:verificacion;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:verificacion;tld_riesgo_alto;foreign_tld_but_es_context,,,,
https://atgonlinebkn.webcindario.com/help/online-bakning/enroll-faqs/information.php,atgonlinebkn.webcindario.com,12,spanish_brand:ing;spanish_token:forma;spanish_hosting:webcindario;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:forma;brand_global_tld_boost;english_term_in_path,,,,
https://autrasistema-ba63ea.ingress-earth.ewp.live/santander-dro/home/particulares.php,autrasistema-ba63ea.ingress-earth.ewp.live,15,spanish_brand:santander;spanish_brand:ing;spanish_token:particulares;brand_and_spanish_token_boost;brand_in_path:santander;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;host_ingress_pattern,,,,
https://b5754677789jhhig778y6hh-ada737.ingress-erytho.ewp.live/1/1/manage/otp/sms2.php,b5754677789jhhig778y6hh-ada737.ingress-erytho.ewp.live,14,spanish_brand:ing;spanish_token:sms;brand_and_spanish_token_boost;path_verification_tokens:sms;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;host_ingress_pattern,,,,
https://bafybeidg2ohh2nnxwedxegb7xbvqs3wygdkfbxfhqnm2gfwdb7ob3juiee.ipfs.w3s.link/keeping.html?email=3mail@b.c,bafybeidg2ohh2nnxwedxegb7xbvqs3wygdkfbxfhqnm2gfwdb7ob3juiee.ipfs.w3s.link,12,spanish_brand:ing;spanish_token:pin;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:pin;tld_riesgo_alto;foreign_tld_but_es_context,,,,
https://bafybeihqfj53zcvso6ed6wlphdun2qqzrf3e5fqte2m4rrxh5knwtemoli.ipfs.w3s.link/keepingnow.html?email=,bafybeihqfj53zcvso6ed6wlphdun2qqzrf3e5fqte2m4rrxh5knwtemoli.ipfs.w3s.link,12,spanish_brand:ing;spanish_token:pin;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:pin;tld_riesgo_alto;foreign_tld_but_es_context;ing_false_positive;ing_path_exception,,,,
https://bancaonline-bancosantander-es.com/particulares.gruposantander.es/supfpa_ens/firma.html,bancaonline-bancosantander-es.com,12,spanish_brand:santander;spanish_token:banco;spanish_token:banca;spanish_token:particulares;spanish_token:firma;spanish_marker:.es;brand_and_spanish_token_boost;brand_global_tld_boost,,,,
https://bancoing.es.ecoplant.com.co/source/login.php?local=es,bancoing.es.ecoplant.com.co,12,spanish_brand:ing;spanish_token:login;spanish_token:banco;spanish_marker:.es;brand_and_spanish_token_boost;brand_in_subdomain;shortener_spain;latam_tld:.co;spanish_whitelist_match:ing.es,,,,
https://banco.online.bbva.146-70-81-49.cprapid.com/bbva-movil/es/index.php,banco.online.bbva.146-70-81-49.cprapid.com,13,spanish_brand:bbva;spanish_token:banco;spanish_token:movil;spanish_hosting:cprapid.com;brand_and_spanish_token_boost;brand_in_subdomain;brand_global_tld_boost;suspicious_host,,,,
https://bancoprovincia.bancanternet.com/eanking/login/login.html,bancoprovincia.bancanternet.com,13,spanish_brand:ing;spanish_token:login;spanish_token:banco;spanish_token:banca;brand_and_spanish_token_boost;brand_in_path:ing;brand_global_tld_boost;shortener_spain,,,,
https://bancorbancon.com/ingresar/clave.php,bancorbancon.com,12,spanish_brand:ing;spanish_token:banco;spanish_token:clave;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:clave;brand_global_tld_boost,,,,
https://bancosantander-conocido-comercialmente.authorizeddns.net/aviso.legalcookiesdatos.personalesinformes.legalesservicios.de.pago.tarifas/index.php,bancosantander-conocido-comercialmente.authorizeddns.net,12,spanish_brand:santander;spanish_token:pago;spanish_token:datos;spanish_token:aviso;spanish_token:banco;brand_and_spanish_token_boost;brand_in_subdomain;brand_global_tld_boost,,,,
https://bancosantander.es.hotelparadis.es/aviso/03a253e1ba5bba8/login.php?signin,bancosantander.es.hotelparadis.es,13,spanish_brand:santander;spanish_token:login;spanish_token:aviso;spanish_token:banco;spanish_marker:.es;brand_and_spanish_token_boost;brand_in_subdomain;spanish_whitelist_match:bancosantander.es,,,,
https://bancosantander-es-online.preview-domain.com/xx/santa_presi/login,bancosantander-es-online.preview-domain.com,13,spanish_brand:santander;spanish_token:login;spanish_token:banco;spanish_hosting:preview-domain.com;brand_and_spanish_token_boost;brand_in_subdomain;brand_global_tld_boost;suspicious_host,,,,
https://bancosantander-firma-es-account-activation-yakuzablyat101350359.codeanyapp.com/online1/particulares/home.php?web=succes&local=_&id=76276442,bancosantander-firma-es-account-activation-yakuzablyat101350359.codeanyapp.com,14,spanish_brand:santander;spanish_token:banco;spanish_token:particulares;spanish_token:firma;spanish_hosting:codeanyapp.com;brand_and_spanish_token_boost;brand_in_subdomain;brand_global_tld_boost;suspicious_host,,,,
https://bankia2021-8603e2.ingress-earth.easywp.com/ban/particulares/sms.php,bankia2021-8603e2.ingress-earth.easywp.com,12,spanish_brand:ing;spanish_token:particulares;spanish_token:sms;brand_and_spanish_token_boost;path_verification_tokens:sms;brand_in_subdomain;brand_global_tld_boost,,,,
https://banreservarsrd.info/notificaciones/netbanking/login.htm,banreservarsrd.info,12,spanish_brand:ing;spanish_token:login;spanish_token:notificacion;spanish_token:notificaciones;brand_and_spanish_token_boost;brand_in_path:ing;tld_riesgo_alto;foreign_tld_but_es_context,,,,
https://bbva.es.id8261.info/usuario,bbva.es.id8261.info,14,spanish_brand:bbva;spanish_token:usuario;spanish_marker:.es;brand_and_spanish_token_boost;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;spanish_whitelist_match:bbva.es,,,,
https://bendigoalert.com/etoken/billing/index.php,bendigoalert.com,12,spanish_brand:ing;spanish_token:token;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:token;brand_global_tld_boost;shortener_spain;english_term_in_path,,,,
https://bestikwa1-bd252f.ingress-earth.ewp.live/santand/home/particulares.php,bestikwa1-bd252f.ingress-earth.ewp.live,12,spanish_brand:ing;spanish_token:particulares;brand_and_spanish_token_boost;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;host_ingress_pattern,,,,
https://billingtels9876592-b4b0a2.ingress-comporellon.ewp.live/brookln9384/a0c65676d107ae29115c89fc59217440/smserror.php,billingtels9876592-b4b0a2.ingress-comporellon.ewp.live,13,spanish_brand:ing;spanish_token:sms;brand_and_spanish_token_boost;path_verification_tokens:sms;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;host_ingress_pattern;english_term_in_path;ing_false_positive;ing_path_exception,,,,
https://bixtnet-c439fe.ingress-erytho.ewp.live/movile/home/particulares.php,bixtnet-c439fe.ingress-erytho.ewp.live,13,spanish_brand:ing;spanish_token:movil;spanish_token:particulares;brand_and_spanish_token_boost;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;host_ingress_pattern,,,,
https://bobo-bc1ece.ingress-erytho.ewp.live/santander/manage/index.html?view=login&appldkey=fcd00c0656cc490&country=ee,bobo-bc1ece.ingress-erytho.ewp.live,14,spanish_brand:santander;spanish_brand:ing;spanish_token:login;brand_and_spanish_token_boost;brand_in_path:santander;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;host_ingress_pattern;english_term_in_path,,,,
"https://bookshowticket.com/,vive/adapter2adapter.ping.html",bookshowticket.com,13,spanish_brand:ing;spanish_token:pin;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:pin;brand_global_tld_boost;shortener_spain,,,,
https://brahamesouthmiracle-b491db.ingress-comporellon.ewp.live/siarels/postes/post/smsverify.php,brahamesouthmiracle-b491db.ingress-comporellon.ewp.live,14,spanish_brand:ing;spanish_token:sms;brand_and_spanish_token_boost;path_verification_tokens:sms;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;host_ingress_pattern,,,,
https://breakableorangutan.build067.wpsandbox.app/ing.de/veri/sms1.html,breakableorangutan.build067.wpsandbox.app,14,spanish_brand:ing;spanish_token:sms;brand_and_spanish_token_boost;brand_in_path:ing;path_verification_tokens:sms;brand_global_tld_boost;tld_riesgo_alto;foreign_tld_but_es_context,,,,
https://brrr-cdf912.ingress-daribow.ewp.live/expet/sms-error.php,brrr-cdf912.ingress-daribow.ewp.live,14,spanish_brand:ing;spanish_token:sms;brand_and_spanish_token_boost;path_verification_tokens:sms;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;host_ingress_pattern,,,,
https://btcbr-swaping.pages.dev/app,btcbr-swaping.pages.dev,14,spanish_brand:ing;spanish_token:pin;spanish_hosting:pages.dev;brand_and_spanish_token_boost;brand_in_subdomain;brand_global_tld_boost;tld_riesgo_alto;foreign_tld_but_es_context,,,,
https://cableworld.me/correo.ionos.es/obtener-correos-pendientes/iniciar-sesion/actualizar/3c490f9f5813cb310f1dd3a68d752852/index.php?ntwpblqg82165232227=xrabnjoskiw,cableworld.me,12,spanish_brand:correos;spanish_brand:ionos;spanish_token:sesion;spanish_marker:.es;brand_and_spanish_token_boost;brand_in_path:correos;spanish_whitelist_match:ionos.es,,,,
https://caiparticulares-b405fa.ingress-daribow.ewp.live/es/particulares/home,caiparticulares-b405fa.ingress-daribow.ewp.live,12,spanish_brand:ing;spanish_token:particulares;brand_and_spanish_token_boost;brand_in_subdomain;tld_riesgo_alto;foreign_tld_but_es_context;host_ingress_pattern,,,,
https://caixabank-es-883f1e.ingress-erytho.easywp.com/particular-tarjetas/auth/access/clients/sms.php?verification,caixabank-es-883f1e.ingress-erytho.easywp.com,13,spanish_brand:caixabank;spanish_brand:ing;spanish_token:tarjeta;spanish_token:sms;brand_and_spanish_token_boost;path_verification_tokens:sms;brand_in_subdomain;brand_global_tld_boost,,,,
https://caixabank.es.cosmoinnovations.com/caixa-vbve_final/caixa-vbv/caixa-vbv/caixa-vbvfinal/home/espera2.html,caixabank.es.cosmoinnovations.com,13,spanish_brand:caixabank;spanish_token:espera;spanish_marker:.es;brand_and_spanish_token_boost;path_verification_tokens:espera;brand_in_subdomain;spanish_whitelist_match:caixabank.es,,,,
https://caixabank.es.particular.prohoster.biz/auth/access/clients/sms.php,caixabank.es.particular.prohoster.biz,12,spanish_brand:caixabank;spanish_token:sms;spanish_marker:.es;brand_and_spanish_token_boost;path_verification_tokens:sms;brand_in_subdomain;english_term_in_path;spanish_whitelist_match:caixabank.es,,,,
https://caixabank.es.sabadent.ir/particular/holabank/online-banking/surf3.php?cmd=login_submit&id=8fef5d7f641561f369823443d4425a048fef5d7f641561f369823443d4425a04&session=8fef5d7f641561f369823443d4425a048fef5d7f641561f369823443d4425a04,caixabank.es.sabadent.ir,13,spanish_brand:caixabank;spanish_brand:ing;spanish_token:login;spanish_marker:.es;brand_and_spanish_token_boost;brand_in_path:ing;brand_in_subdomain;english_term_in_path;spanish_whitelist_match:caixabank.es,,,,
https://caixa-confirmacion-974baa.ingress-florina.easywp.com/mi-cuenta/acceso/es/clients/app.php?verification,caixa-confirmacion-974baa.ingress-florina.easywp.com,12,spanish_brand:ing;spanish_token:acceso;spanish_token:confirmacion;spanish_token:cuenta;spanish_token:firma;brand_and_spanish_token_boost;brand_in_subdomain;brand_global_tld_boost,,,,
